level_0,level_1,level_2,epoch_signal
4,0,11,-6.991873774090762e-06
4,0,12,-5.375443004660389e-06
4,0,13,-2.0634037662664985e-06
4,0,14,9.023957452744541e-07
4,0,15,1.8869659751690506e-06
4,0,16,1.4324648177257616e-06
4,0,17,1.2070531008942978e-06
4,0,18,2.706007621177585e-06
4,0,19,5.422947732631268e-06
4,0,20,7.874023985103128e-06
4,0,21,8.71179012641184e-06
4,0,22,8.366974486384159e-06
4,0,23,7.905138163112298e-06
4,0,24,8.054582696755716e-06
4,1,0,3.84397068317377e-06
4,1,1,4.4673589156384036e-07
4,1,2,-3.5454370464216842e-06
4,1,3,-6.669714011219724e-06
4,1,4,-8.342834313852104e-06
4,1,5,-8.575985103115216e-06
4,1,6,-8.18909696515235e-06
4,1,7,-8.219424612131707e-06
4,1,8,-9.744060079944282e-06
4,1,9,-1.2812009854234899e-05
4,1,10,-1.6424255108263416e-05
4,1,11,-1.8680877388821946e-05
4,1,12,-1.8427666784117617e-05
4,1,13,-1.5906199642456314e-05
4,1,14,-1.292739926775767e-05
4,1,15,-1.1050976337227615e-05
4,1,16,-1.0588409507800405e-05
4,1,17,-1.0097393683677815e-05
4,1,18,-8.200467831881236e-06
4,1,19,-4.669730766644414e-06
4,1,20,-1.0891236505305657e-06
4,1,21,9.249083770134335e-07
4,1,22,7.893370029091759e-07
4,1,23,-3.21108205081179e-07
4,1,24,-1.2207434519956773e-06
4,2,0,2.9654866453588806e-06
4,2,1,1.0872306282300873e-06
4,2,2,-1.238905606713369e-06
4,2,3,-3.555530618772366e-06
4,2,4,-5.398324072708547e-06
4,2,5,-6.2879554234512944e-06
4,2,6,-6.327113900318575e-06
4,2,7,-6.291251432299634e-06
4,2,8,-7.321211269255149e-06
4,2,9,-9.839441337325665e-06
4,2,10,-1.3119817790498102e-05
4,2,11,-1.552393683081771e-05
4,2,12,-1.5815708556260293e-05
4,2,13,-1.3919123946880903e-05
4,2,14,-1.1008947495038768e-05
4,2,15,-8.365998052857785e-06
4,2,16,-6.599334399764751e-06
4,2,17,-5.3020176773027345e-06
4,2,18,-3.84045384900855e-06
4,2,19,-1.8536941118972426e-06
4,2,20,3.72370374044218e-07
4,2,21,2.4685876637207363e-06
4,2,22,4.0753057571872055e-06
4,2,23,5.022724583152302e-06
4,2,24,4.878490362834041e-06
5,0,0,3.452031575359874e-06
5,0,1,2.142414846367796e-06
5,0,2,1.4123976353773492e-06
